facine3,renthog,renthog1,bage,homeowner,worker,young,sex,class,actreales,riquezanet,sv_year
3621.01745,49735,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,56000,94000,2020
185.258068,108621.24,High,65-75,Homeowner,Worker,Not-Young,Man,retired,1130000,1369000,2020
4493.458279,5789.154,Low,35-44,Non-Owner,Worker,Not-Young,Women,worker,0,-34943.4,2020
2789.348083,33451.761,Middle,45-54,Homeowner,Non-Worker,Not-Young,Women,self-employed,70000,157500,2020
2201.067767,1044.435,Low,45-54,Homeowner,Non-Worker,Not-Young,Women,worker,-88000,-93780,2020
4068.531337,14941.58764,Low,45-54,Non-Owner,Non-Worker,Not-Young,Man,self-employed,0,485.4,2020
57.606027,79064.7242,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,540935,736435,2020
4331.353891,23146.669,Middle,75,Homeowner,Worker,Not-Young,Man,retired,150000,166658.6,2020
82.108642,19496.12,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,5e+05,1e+06,2020
2175.171567,31830.4,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,325573.4,230213.4,2020
3834.518588,29968.3216,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,91000,93000,2020
3588.895852,70772.905,Middle,35-44,Non-Owner,Worker,Not-Young,Women,worker,11800,108800,2020
82.322411,322083.86,High,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,1510000,2595027.8,2020
4276.869273,12393.962,Low,75,Homeowner,Non-Worker,Not-Young,Women,retired,95207.4,101405.6,2020
90.818489,71618.4,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,786405.8,1462392.2,2020
5060.769734,13130.04,Low,45-54,Non-Owner,Worker,Not-Young,Women,worker,0,18000,2020
2170.010244,21812.97524,Middle,54-65,Non-Owner,Worker,Not-Young,Man,worker,0,-14454,2020
4516.415366,13030.57,Low,45-54,Non-Owner,Worker,Not-Young,Man,worker,80000,81000,2020
3477.383512,60676.7,Middle,45-54,Homeowner,Worker,Not-Young,Women,worker,177000,186161.8,2020
59.084841,52516.57908,Middle,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,1081062,1290967.8,2020
2952.840516,45756.2,Middle,45-54,Homeowner,Worker,Not-Young,Man,inactive,74000,67043,2020
50.411037,40185.88,Middle,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,384647,1383947,2020
2016.96009,45756.2,Middle,45-54,Homeowner,Non-Worker,Not-Young,Women,manager,246000,204000,2020
4526.852726,169099,High,35-44,Homeowner,Non-Worker,Not-Young,Man,self-employed,81273,228273,2020
75.921461,63907.4856,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,1342806.6,1810767,2020
3490.306202,10742.76,Low,35-44,Non-Owner,Worker,Not-Young,Women,inactive,0,-2900,2020
1810.67101,10265.304,Low,54-65,Non-Owner,Worker,Not-Young,Women,worker,0,40,2020
1738.765634,56439.278,Middle,65-75,Homeowner,Worker,Not-Young,Women,retired,896000,1461000,2020
33.889327,78716.77814,Middle,75,Homeowner,Worker,Not-Young,Man,retired,4312489.4,4555535.6,2020
3464.8886,21584.99,Middle,75,Non-Owner,Worker,Not-Young,Man,worker,245000,309509.8,2020
502.861866,91931.1687,High,54-65,Homeowner,Worker,Not-Young,Women,retired,3e+05,371000,2020
3580.170902,15694.17766,Low,75,Homeowner,Worker,Not-Young,Women,retired,308250,336360.6,2020
2190.887495,19225.95948,Low,75,Homeowner,Non-Worker,Not-Young,Man,retired,941894,1283879.6,2020
6975.683949,19794.53,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,6e+05,672347.2,2020
6003.967943,9748.06,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,48071,50071,2020
94.366525,5968.2,Low,65-75,Non-Owner,Non-Worker,Not-Young,Women,inactive,105000,405000,2020
69.137568,99111.908,High,65-75,Homeowner,Worker,Not-Young,Women,retired,1668934.4,2182306.8,2020
100.159494,14323.68,Low,75,Homeowner,Non-Worker,Not-Young,Man,retired,78132,193585.6,2020
1682.856061,36356.285,Middle,45-54,Homeowner,Worker,Not-Young,Man,manager,284000,306350,2020
5548.806675,114390.5,High,35-44,Homeowner,Worker,Not-Young,Man,worker,283000,422748.4,2020
4563.164617,34559.8568,Middle,54-65,Non-Owner,Worker,Not-Young,Women,worker,33091.7,107291.7,2020
3558.077921,14622.09,Low,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,110000,131722.6,2020
10782.848953,73607.8,Middle,45-54,Homeowner,Worker,Not-Young,Women,self-employed,120000,131000,2020
1074.675189,32626.16,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,740000,914137.8,2020
3702.752001,30039.94,Middle,54-65,Homeowner,Worker,Not-Young,Women,worker,216000,319000,2020
8282.528243,93285.9501,High,45-54,Homeowner,Worker,Not-Young,Man,worker,663304,752094.4,2020
4353.973178,29333.703,Middle,65-75,Homeowner,Worker,Not-Young,Women,retired,31553.5,33053.5,2020
3530.718978,12931.1,Low,45-54,Homeowner,Worker,Not-Young,Women,self-employed,-32000,-27500,2020
4220.584604,28846.3,Middle,45-54,Homeowner,Non-Worker,Not-Young,Women,self-employed,264109.8,323409.8,2020
3129.202207,7572.6511,Low,45-54,Homeowner,Worker,Not-Young,Man,manager,31350,25350,2020
6277.60861,11001.382,Low,65-75,Homeowner,Worker,Not-Young,Women,inactive,52500,53900,2020
40.944331,222812.8,High,54-65,Homeowner,Non-Worker,Not-Young,Man,capitalist,1395312.2,2060312.2,2020
1202.412766,32148.704,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,60000,71000,2020
2951.36168,18998.77,Low,0-34,Non-Owner,Worker,Young,Man,worker,0,-3815,2020
59.809783,48537.3812,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,1016500,1722500,2020
1155.515384,23872.8,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,222366.05,257625.85,2020
123.1452,140478.89478,High,75,Homeowner,Non-Worker,Not-Young,Man,retired,5500000,5608000,2020
90.03072,188993,High,45-54,Homeowner,Non-Worker,Not-Young,Man,self-employed,1520000,3290000,2020
2556.397393,26897.6827,Middle,54-65,Homeowner,Worker,Not-Young,Women,inactive,224000,237600,2020
2844.942865,19317.074,Low,75,Homeowner,Worker,Not-Young,Women,retired,1803,33903,2020
3339.501941,21883.4,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,31000,26079.2,2020
3889.425559,124337.5,High,35-44,Non-Owner,Worker,Not-Young,Women,worker,87594.6,107937.6,2020
2253.334833,13914.65936,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,185562.2,187327.4,2020
5538.927695,15375.67472,Low,54-65,Homeowner,Worker,Not-Young,Women,worker,66540.182,74040.182,2020
54.472592,68335.89,Middle,54-65,Homeowner,Worker,Not-Young,Women,self-employed,592500,628876.8,2020
76.980032,139606.145,High,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,802200,4397200,2020
58.757011,50141.03654,Middle,45-54,Non-Owner,Worker,Not-Young,Man,capitalist,0,272642.4,2020
2592.199071,29791.265,Middle,65-75,Homeowner,Worker,Not-Young,Women,retired,225000,270000,2020
3122.843608,72613.1,Middle,75,Homeowner,Non-Worker,Not-Young,Women,inactive,434970.6,744970.6,2020
992.351525,42488.01368,Middle,0-34,Homeowner,Worker,Young,Man,manager,183560.8,185053,2020
17.144017,28791.79044,Middle,65-75,Homeowner,Non-Worker,Not-Young,Women,retired,390000,1640200,2020
1176.978857,86260.384,High,45-54,Homeowner,Worker,Not-Young,Man,worker,327000,350500,2020
65.712104,50331.82,Middle,54-65,Homeowner,Worker,Not-Young,Women,worker,532000,593000,2020
64.491704,70441.07308,Middle,75,Homeowner,Worker,Not-Young,Man,retired,1e+06,1452575.6,2020
3820.992227,143813.726,High,54-65,Homeowner,Worker,Not-Young,Man,manager,1105000,1222000,2020
3588.846183,79615.788,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,496500,547378.6,2020
2349.197821,43269.45,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,150000,120300,2020
3446.060023,9931.0848,Low,75,Homeowner,Non-Worker,Not-Young,Women,retired,80000,86000,2020
2009.859447,16894.9795,Low,54-65,Homeowner,Worker,Not-Young,Man,worker,117501.4,144101.4,2020
5931.206189,8842.883,Low,75,Homeowner,Worker,Not-Young,Women,retired,90000,91000,2020
69.137568,23077.04,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,126925,163225,2020
29.525176,217793.14592,High,65-75,Homeowner,Worker,Not-Young,Man,retired,5617838.6,15327892.8,2020
3464.8886,31650.16036,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,329218.2,679218.2,2020
1151.718915,85345.26,High,54-65,Homeowner,Worker,Not-Young,Women,self-employed,414000,620502.2,2020
1772.180026,67639.6,Middle,45-54,Homeowner,Worker,Not-Young,Man,capitalist,550000,1253700.2,2020
1497.332878,10941.7,Low,45-54,Homeowner,Worker,Not-Young,Women,worker,250000,250010,2020
2468.262362,24867.5,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,205000,256000,2020
3464.8886,35647.85966,Middle,75,Homeowner,Worker,Not-Young,Man,retired,112434.35,192434.35,2020
3095.167623,148210.3,High,54-65,Homeowner,Worker,Not-Young,Women,worker,360000,610000,2020
1248.075194,24917.235,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,60000,68301,2020
3491.238657,11140.64,Low,54-65,Non-Owner,Worker,Not-Young,Women,retired,0,4000,2020
2488.885422,95894.84926,High,54-65,Homeowner,Worker,Not-Young,Man,manager,339926.8,456830.6,2020
18.279885,78939.392,Middle,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,1100000,2090000,2020
93.270162,65849.14,Middle,0-34,Homeowner,Non-Worker,Young,Man,capitalist,351015.2,753801.6,2020
73.08657,51816.9071,Middle,45-54,Homeowner,Non-Worker,Not-Young,Man,capitalist,530000,1044538.4,2020
3768.657479,35510.79,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,5e+05,811598.2,2020
5788.857344,28806.512,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,1e+05,103800,2020
4990.242189,7143.9354,Low,75,Homeowner,Worker,Not-Young,Women,inactive,86156.6,86756.6,2020
1816.106478,60318.608,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,460000,547724,2020
469.203741,87087.9744,High,45-54,Homeowner,Worker,Not-Young,Man,worker,350000,390030,2020
99.711982,82759.04,High,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,1360000,1674000,2020
5503.337252,72911.51,Middle,65-75,Homeowner,Worker,Not-Young,Women,self-employed,630000,881587.6,2020
3700.15057,107308.236,High,65-75,Homeowner,Worker,Not-Young,Man,retired,250000,586100,2020
79.175548,20253.68352,Middle,75,Homeowner,Worker,Not-Young,Women,retired,230000,244454,2020
1305.611146,38737.39786,Middle,45-54,Homeowner,Worker,Not-Young,Women,inactive,122500,149850.2,2020
5461.26413,25066.44,Middle,75,Non-Owner,Worker,Not-Young,Women,inactive,50000,53500,2020
50.605734,103198.1356,High,35-44,Homeowner,Worker,Not-Young,Man,manager,518998.8,652401.6,2020
1229.989176,61591.824,Middle,45-54,Homeowner,Worker,Not-Young,Women,worker,88000,143020.8,2020
4490.736236,30832.91484,Middle,75,Homeowner,Worker,Not-Young,Women,retired,20000,63630.4,2020
2247.014914,33242.874,Middle,45-54,Homeowner,Worker,Not-Young,Women,inactive,40000,40200,2020
4439.351915,37635.4692,Middle,65-75,Homeowner,Worker,Not-Young,Women,retired,210000,403890,2020
3586.013331,23872.8,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,184712.6,206760,2020
7820.157336,59781.47,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,120000,199400,2020
91.9888,116181.9547,High,35-44,Homeowner,Worker,Not-Young,Women,worker,695609,791162.6,2020
21.94011,58687.3,Middle,75,Homeowner,Worker,Not-Young,Women,retired,3100000,3790000,2020
322.637358,35013.44,Middle,65-75,Homeowner,Worker,Not-Young,Women,retired,950000,1227000,2020
75.921461,44960.44,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,3290000,4670000,2020
4846.267828,6962.9,Low,54-65,Homeowner,Worker,Not-Young,Man,worker,52168.386,57168.386,2020
2041.531661,29880.788,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,738500,858500,2020
2280.707796,26000.86118,Middle,45-54,Homeowner,Non-Worker,Not-Young,Man,self-employed,134786.8,163686.8,2020
51.136414,147016.66,High,45-54,Non-Owner,Worker,Not-Young,Women,worker,39000,114500,2020
1189.711146,9648.59,Low,45-54,Homeowner,Non-Worker,Not-Young,Man,worker,95252.2,130952.2,2020
2990.165463,49737.9841,Middle,45-54,Homeowner,Worker,Not-Young,Women,worker,255000,342000,2020
103.779335,100972.9917,High,75,Homeowner,Worker,Not-Young,Women,inactive,6052865.6,9308410.8,2020
3925.657913,13922.61696,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,135125.84,227125.84,2020
61.2294,128316.3,High,54-65,Homeowner,Worker,Not-Young,Women,worker,796200,1128597.2,2020
3821.059997,30835.7,Middle,35-44,Non-Owner,Worker,Not-Young,Man,worker,190000,192500,2020
1848.503784,51923.34,Middle,45-54,Homeowner,Worker,Not-Young,Women,inactive,40000,50806.2,2020
1179.5578,136970.19,High,35-44,Non-Owner,Worker,Not-Young,Women,inactive,133739,74442.6,2020
1916.498205,20213.49764,Middle,75,Homeowner,Worker,Not-Young,Women,retired,120202,153658,2020
39.954964,96485.9,High,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,340000,574751.2,2020
10365.220187,21485.52,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,60000,56000,2020
2934.311129,27354.25,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,2e+05,217000,2020
766.720128,23952.376,Middle,54-65,Homeowner,Worker,Not-Young,Man,inactive,150000,147700,2020
3538.369337,10135.993,Low,54-65,Homeowner,Non-Worker,Not-Young,Women,inactive,43000,40100,2020
2712.165584,33441.814,Middle,54-65,Homeowner,Worker,Not-Young,Women,worker,150253,165253,2020
2464.003254,14920.5,Low,54-65,Non-Owner,Worker,Not-Young,Women,worker,10000,34985,2020
12308.791343,17456.985,Low,35-44,Homeowner,Worker,Not-Young,Women,worker,-12000,-9900,2020
1025.175698,27143.77148,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,35000,26465,2020
239.333772,132434.15906,High,54-65,Homeowner,Non-Worker,Not-Young,Man,retired,510354,830394.8,2020
1240.114029,22441.02882,Middle,54-65,Homeowner,Non-Worker,Not-Young,Man,self-employed,72121,97172,2020
6220.041861,30537.29,Middle,0-34,Non-Owner,Non-Worker,Young,Man,worker,0,16200,2020
5707.75358,48740.3,Middle,0-34,Non-Owner,Worker,Young,Man,worker,0,80000,2020
82.699039,44059.2418,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,850000,1752910,2020
1901.018439,19894,Low,54-65,Homeowner,Non-Worker,Not-Young,Women,inactive,50000,103700,2020
40.207728,38942.505,Middle,75,Homeowner,Worker,Not-Young,Man,retired,2365000,3044000,2020
3223.856518,35311.85,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,2e+05,250000,2020
54.861284,214258.38,High,45-54,Homeowner,Worker,Not-Young,Man,capitalist,2230000,2605562.6,2020
1038.509987,10941.7,Low,75,Homeowner,Non-Worker,Not-Young,Man,retired,290419.48,463219.48,2020
801.956357,9282.5404,Low,45-54,Non-Owner,Worker,Not-Young,Women,inactive,0,18027,2020
3792.294311,45000.228,Middle,54-65,Homeowner,Worker,Not-Young,Women,worker,168818.6,174618.6,2020
5101.848495,9330.286,Low,75,Homeowner,Non-Worker,Not-Young,Women,retired,76936.6,76936.6,2020
17085.278477,45358.32,Middle,45-54,Homeowner,Worker,Not-Young,Women,manager,246000,453000,2020
47.030079,284494.147,High,54-65,Homeowner,Non-Worker,Not-Young,Man,capitalist,1218000,5316000,2020
76.396823,36913.317,Middle,65-75,Homeowner,Worker,Not-Young,Women,retired,1560000,1666000,2020
2730.713968,9469.544,Low,65-75,Homeowner,Worker,Not-Young,Women,retired,71111,89578.6,2020
1559.444844,44204.468,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,899000,1052000,2020
1488.796554,55463.4773,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,346649.4,413149.4,2020
2452.618077,49000.9114,Middle,75,Homeowner,Worker,Not-Young,Man,retired,355000,410667.6,2020
79.128777,81643.38448,High,75,Homeowner,Worker,Not-Young,Man,retired,460000,1025000,2020
16388.586965,63312.655,Middle,45-54,Homeowner,Non-Worker,Not-Young,Man,capitalist,505000,947000,2020
3326.723177,17183.04462,Low,75,Homeowner,Worker,Not-Young,Man,retired,84142,104142,2020
1273.098659,41304.9175,Middle,45-54,Homeowner,Worker,Not-Young,Women,worker,119200,186700,2020
86.992939,7460.25,Low,35-44,Non-Owner,Non-Worker,Not-Young,Women,self-employed,0,123633.6,2020
73.62425,123044.39,High,75,Homeowner,Worker,Not-Young,Man,retired,1100000,2012779.4,2020
10085.918103,10344.88,Low,54-65,Homeowner,Worker,Not-Young,Man,inactive,140000,429568.2,2020
33.889327,1385617.1,High,75,Homeowner,Non-Worker,Not-Young,Man,retired,14193519,16694019,2020
32.599071,150012.6964,High,75,Homeowner,Worker,Not-Young,Man,retired,4815149,7711794.6,2020
2193.675092,8738.4395,Low,45-54,Homeowner,Worker,Not-Young,Women,worker,-17950,83050,2020
2545.546983,9986.788,Low,65-75,Non-Owner,Non-Worker,Not-Young,Women,manager,0,100,2020
5461.26413,9529.226,Low,65-75,Homeowner,Worker,Not-Young,Women,retired,120202,122002,2020
3205.340574,68702.33748,Middle,54-65,Homeowner,Non-Worker,Not-Young,Women,inactive,304750.8,389903.6,2020
3368.566309,35809.2,Middle,45-54,Non-Owner,Worker,Not-Young,Man,worker,0,-12698,2020
82.733178,215406.86062,High,65-75,Homeowner,Worker,Not-Young,Man,manager,1640000,7530000,2020
1379.457072,21386.05,Middle,54-65,Homeowner,Non-Worker,Not-Young,Women,self-employed,183290,232159.2,2020
4978.054961,42622.895,Middle,0-34,Non-Owner,Worker,Young,Man,worker,30000,55341,2020
4451.915109,24768.03,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,480000,650000,2020
2911.406801,73110.45,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,112938.6,165788.6,2020
5365.781871,43490.2734,Middle,65-75,Homeowner,Worker,Not-Young,Women,inactive,9e+05,1168895,2020
8303.922073,5988.094,Low,75,Homeowner,Worker,Not-Young,Women,retired,217444.2,218444.2,2020
1794.957744,144381.89864,High,54-65,Homeowner,Worker,Not-Young,Women,worker,188000,180800,2020
1817.220958,32178.545,Middle,35-44,Homeowner,Non-Worker,Not-Young,Man,self-employed,150000,285500,2020
84.724832,20094.9294,Middle,45-54,Non-Owner,Non-Worker,Not-Young,Man,self-employed,0,141547.6,2020
1987.694172,127749.321,High,75,Homeowner,Worker,Not-Young,Women,retired,489106,535222,2020
2763.213122,41326.8009,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,279005,453005,2020
61.457285,24990.24598,Middle,45-54,Homeowner,Worker,Not-Young,Women,worker,80000,126000,2020
49.553433,180359.40188,High,65-75,Non-Owner,Worker,Not-Young,Man,worker,470000,570000,2020
7868.958117,11836.93,Low,65-75,Non-Owner,Worker,Not-Young,Man,retired,0,-1540,2020
2402.702522,14701.666,Low,45-54,Non-Owner,Worker,Not-Young,Women,inactive,0,436,2020
2638.012901,59682,Middle,0-34,Non-Owner,Worker,Young,Women,worker,0,17593.2,2020
6911.04028,44605.72998,Middle,45-54,Homeowner,Worker,Not-Young,Women,inactive,82500,96300,2020
3692.080468,32531.06668,Middle,0-34,Homeowner,Worker,Young,Man,worker,105000,110000,2020
6701.546744,30039.94,Middle,45-54,Homeowner,Worker,Not-Young,Women,inactive,99000,100200,2020
2875.693491,20380.20936,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,352000,402000,2020
2367.055663,108820.18,High,45-54,Homeowner,Worker,Not-Young,Man,manager,775704.9,1223495.9,2020
38.395409,46551.96,Middle,65-75,Homeowner,Non-Worker,Not-Young,Women,worker,915453.6,1900358.4,2020
5413.446871,11482.8168,Low,45-54,Non-Owner,Worker,Not-Young,Women,worker,0,21148,2020
9957.970317,31929.87,Middle,45-54,Homeowner,Worker,Not-Young,Women,worker,59903.2,60003.2,2020
4336.402521,60089.23018,Middle,0-34,Non-Owner,Worker,Young,Man,manager,226000,270901,2020
4396.690004,31830.4,Middle,0-34,Homeowner,Worker,Young,Man,worker,33700,38500,2020
58.505171,165277.16366,High,75,Homeowner,Worker,Not-Young,Man,retired,2700000,6276251.6,2020
59.916357,395592.19,High,65-75,Homeowner,Worker,Not-Young,Man,retired,2150000,10533421.2,2020
4526.538362,32825.1,Middle,54-65,Homeowner,Worker,Not-Young,Women,worker,182000,182700,2020
4552.736244,37500.19,Middle,54-65,Homeowner,Worker,Not-Young,Women,worker,280000,384321,2020
55.846479,120186.81584,High,35-44,Homeowner,Worker,Not-Young,Man,self-employed,620000,827466.2,2020
5289.029267,43029.7273,Middle,54-65,Homeowner,Worker,Not-Young,Women,worker,178000,168500,2020
4746.536341,23872.8,Middle,0-34,Non-Owner,Worker,Young,Women,inactive,25000,25000,2020
2996.230688,24867.5,Middle,54-65,Homeowner,Worker,Not-Young,Women,self-employed,585510,593357.6,2020
30.153245,9681.4151,Low,75,Homeowner,Worker,Not-Young,Women,retired,318354.2,317063.6,2020
5539.832496,12294.492,Low,45-54,Homeowner,Worker,Not-Young,Women,inactive,30000,29000,2020
72.554247,99768.41,High,54-65,Homeowner,Non-Worker,Not-Young,Man,capitalist,6730557,7616557,2020
10925.511548,39100.6623,Middle,75,Homeowner,Worker,Not-Young,Women,retired,398050.6,467050.6,2020
14585.726112,7110.51348,Low,65-75,Non-Owner,Worker,Not-Young,Man,retired,0,-2700,2020
2643.130661,55902.14,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,208135,271879,2020
1945.492214,30748.1664,Middle,54-65,Homeowner,Worker,Not-Young,Women,inactive,57500,74700,2020
54.373825,139258,High,54-65,Homeowner,Worker,Not-Young,Women,worker,1370000,28080000,2020
5231.029016,40583.76,Middle,75,Homeowner,Worker,Not-Young,Women,retired,819836.2,828033,2020
3118.777883,23742.69324,Middle,75,Homeowner,Worker,Not-Young,Man,retired,191020.2,213020.2,2020
2355.384912,72414.16,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,254860,256460,2020
2150.217909,37002.84,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,378036.32,398036.32,2020
124.735457,147298.95586,High,75,Homeowner,Worker,Not-Young,Man,retired,820612.658,950577.858,2020
4961.28823,19794.53,Low,45-54,Homeowner,Worker,Not-Young,Man,worker,3e+05,304000,2020
5908.394453,18401.95,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,48507.6,68507.6,2020
599.758831,33825.37032,Middle,45-54,Homeowner,Worker,Not-Young,Women,worker,194550.8,223364.4,2020
4531.387766,19894,Low,35-44,Homeowner,Worker,Not-Young,Man,worker,12001.8,13501.8,2020
3962.263105,13406.36766,Low,45-54,Homeowner,Worker,Not-Young,Women,worker,59609,70663,2020
61.2294,209085.94,High,54-65,Homeowner,Worker,Not-Young,Man,worker,788046.4,2560787,2020
3222.642963,21236.845,Middle,54-65,Homeowner,Worker,Not-Young,Women,worker,120893.8,130893.8,2020
2450.070985,17081.38628,Low,65-75,Non-Owner,Worker,Not-Young,Women,retired,0,4832.8,2020
15.312839,136204.271,High,54-65,Homeowner,Worker,Not-Young,Man,manager,878000,3097300,2020
1174.837096,92507.1,High,35-44,Homeowner,Worker,Not-Young,Man,worker,130000,149500,2020
64.158998,121353.4,High,54-65,Homeowner,Worker,Not-Young,Man,retired,1605000,1660500,2020
224.72564,15916.1947,Low,75,Non-Owner,Worker,Not-Young,Women,retired,0,118000,2020
55.957635,88790.9008,High,65-75,Homeowner,Worker,Not-Young,Man,retired,1085000,5643183.4,2020
2903.00576,29841,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,50000,57000,2020
896.165356,103548.27,High,45-54,Homeowner,Non-Worker,Not-Young,Women,capitalist,780000,3780900,2020
3460.937064,60776.17,Middle,54-65,Non-Owner,Non-Worker,Not-Young,Man,manager,0,402000,2020
5280.265012,44687.29538,Middle,0-34,Homeowner,Worker,Young,Man,inactive,218000,212850,2020
823.75999,25464.32,Middle,45-54,Non-Owner,Non-Worker,Not-Young,Women,inactive,110550,508615.8,2020
2005.668042,18056.19228,Low,54-65,Homeowner,Worker,Not-Young,Women,inactive,225000,240434.2,2020
1844.75845,44115.9397,Middle,54-65,Homeowner,Worker,Not-Young,Man,inactive,895000,1433698,2020
6817.336088,397.88,Low,65-75,Homeowner,Worker,Not-Young,Women,inactive,203164.6,261889.4,2020
8454.077425,9469.544,Low,35-44,Non-Owner,Worker,Not-Young,Man,inactive,0,200,2020
1032.41172,9907.212,Low,45-54,Non-Owner,Worker,Not-Young,Man,worker,0,-7370,2020
1474.510575,42283.7023,Middle,54-65,Homeowner,Worker,Not-Young,Women,worker,186090.656,264490.656,2020
4771.747788,14649.9416,Low,75,Non-Owner,Worker,Not-Young,Man,retired,23100,253951.2,2020
22393.732146,34615.56,Middle,54-65,Homeowner,Worker,Not-Young,Women,worker,45000,45500,2020
4464.51657,29302.66836,Middle,65-75,Homeowner,Worker,Not-Young,Women,self-employed,318536,328216,2020
6146.590358,45514.09002,Middle,35-44,Non-Owner,Worker,Not-Young,Man,worker,20000,42763,2020
5495.273231,5013.288,Low,45-54,Non-Owner,Worker,Not-Young,Man,worker,0,140,2020
5686.647639,12334.28,Low,65-75,Homeowner,Non-Worker,Not-Young,Man,inactive,216500,226500,2020
785.822512,53166.715,Middle,54-65,Non-Owner,Non-Worker,Not-Young,Man,self-employed,16000,94000,2020
63.08476,29196.83228,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,4e+05,433200,2020
50.306706,149205,High,65-75,Homeowner,Non-Worker,Not-Young,Women,capitalist,1750000,7561231.8,2020
1039.639099,13539.8564,Low,54-65,Non-Owner,Worker,Not-Young,Women,inactive,84141.5,85541.5,2020
84.313644,48242.95,Middle,75,Homeowner,Worker,Not-Young,Women,retired,630000,965000,2020
3243.947541,22985.5276,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,76000,67100,2020
5651.925018,9542.95286,Low,35-44,Homeowner,Worker,Not-Young,Women,worker,40000,40000,2020
83.084201,56623.69538,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,1489000,1512000,2020
4902.030879,46588.7639,Middle,45-54,Homeowner,Non-Worker,Not-Young,Man,self-employed,485000,751258.4,2020
66.119386,101459.4,High,54-65,Homeowner,Worker,Not-Young,Man,worker,357478.6,432478.6,2020
3808.615247,58090.48,Middle,35-44,Non-Owner,Worker,Not-Young,Women,worker,40000,61700,2020
72.770707,161695.64684,High,75,Homeowner,Non-Worker,Not-Young,Man,retired,2547939.6,3869567.6,2020
3749.330731,7399.77224,Low,45-54,Homeowner,Worker,Not-Young,Women,worker,150523.2,309953.4,2020
65.997328,52428.44866,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,620202,787379.6,2020
32.354619,343479.45912,High,54-65,Homeowner,Worker,Not-Young,Man,manager,2700000,2765000,2020
2256.476275,5968.2,Low,0-34,Non-Owner,Worker,Young,Man,inactive,0,23000,2020
2865.416149,78797.1499,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,52000,44500,2020
2077.626302,53713.8,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,189000,197590,2020
71.272982,99762.83968,High,65-75,Homeowner,Worker,Not-Young,Man,retired,629215.64,1459316.04,2020
